	gc.content	chrom.arm
chr1_17671987	0.531219085306	chr1
chr1_17724550	0.509361799292	chr1
chr1_17777103	0.466735228123	chr1
chr1_17830582	0.496182338341	chr1
chr1_17883363	0.485484903136	chr1
chr1_17934929	0.477906250591	chr1
chr1_17987771	0.480561430494	chr1
chr1_18039780	0.48880186732	chr1
chr1_18091618	0.508835739041	chr1
chr1_18144131	0.501071729312	chr1
chr1_18196382	0.485608224982	chr1
chr1_18247834	0.502858582531	chr1
chr1_18299432	0.496975273596	chr1
chr1_18350510	0.495210709359	chr1
chr1_18401978	0.462805857345	chr1
chr1_18454902	0.476082813259	chr1
chr1_18508419	0.467541396895	chr1
chr1_18560777	0.49115132594	chr1
chr1_18615869	0.516821278725	chr1
chr1_18667826	0.522131820557	chr1
chr1_18721413	0.488058610876	chr1
chr1_18773416	0.508115020781	chr1
chr1_18826588	0.51712979111	chr1
chr1_18878193	0.543074227825	chr1
chr1_18930706	0.503479266605	chr1
chr1_18983446	0.463096407905	chr1
chr1_19038399	0.527875647668	chr1
chr1_19091473	0.441955392367	chr1
chr1_19142674	0.418079632407	chr1
chr1_19195340	0.449372161368	chr1
chr1_19251484	0.493564283007	chr1
chr1_19312160	0.537767361175	chr1
chr1_19366346	0.496496152451	chr1
chr1_19418716	0.466742161249	chr1
chr1_19472582	0.467620585406	chr1
chr1_19530797	0.452255206445	chr1
chr1_19594227	0.462118530057	chr1
chr1_19650718	0.526133893897	chr1
chr1_19706852	0.483581872936	chr1
chr1_19761973	0.48608202209	chr1
chr1_19817835	0.424240366661	chr1
chr1_19876744	0.444712340962	chr1
chr1_19930661	0.461630502723	chr1
chr1_19986655	0.405	chr1
chr1_20052454	0.464828404121	chr1
chr1_20106417	0.49828426946	chr1
chr1_20161786	0.490807648347	chr1
chr1_20213404	0.446532032653	chr1
chr1_20267426	0.500423581963	chr1
chr1_20319363	0.501440647242	chr1
chr1_20371769	0.480553622516	chr1
chr1_20423500	0.488252459875	chr1
chr1_20476957	0.488171851324	chr1
chr1_20533051	0.484495115137	chr1
chr1_20590677	0.484445195068	chr1
chr1_20649886	0.520034100597	chr1
chr1_20707362	0.492489211777	chr1
chr1_20762282	0.433678617071	chr1
chr1_20821749	0.391919261862	chr1
chr1_20879515	0.376587308838	chr1
chr1_20934245	0.37553699504	chr1
chr1_20988481	0.395360262009	chr1
chr1_21043440	0.390870477458	chr1
chr1_21102062	0.397003810789	chr1
chr1_21159267	0.466992354789	chr1
chr1_21222312	0.512613770399	chr1
chr1_21279114	0.520644110729	chr1
chr1_21334383	0.493952588292	chr1
chr1_21396392	0.450494568255	chr1
chr1_21478685	0.494812299566	chr1
chr1_21542296	0.536293720084	chr1
chr1_21598076	0.564486726672	chr1
chr1_21650737	0.481254373366	chr1
chr1_21705042	0.40334473178	chr1
chr1_21761189	0.482202831225	chr1
chr1_21824906	0.568529199712	chr1
chr1_21880385	0.546990086947	chr1
chr1_21934555	0.505059721301	chr1
chr1_22018946	0.455246691312	chr1
chr1_22081432	0.475253051503	chr1
chr1_22135175	0.528884924838	chr1
chr1_22188991	0.4999720738	chr1
chr1_22242703	0.534021622675	chr1
chr1_22294037	0.478684824039	chr1
chr1_22348082	0.482655536127	chr1
chr1_22401268	0.445455528326	chr1
chr1_22456763	0.406338621905	chr1
chr1_22508950	0.510774080695	chr1
chr1_22560972	0.553527861813	chr1
chr1_22612206	0.52256274819	chr1
chr1_22664836	0.506645224496	chr1
chr1_22718934	0.510960254854	chr1
chr1_22771669	0.525191611874	chr1
chr1_22823074	0.5104275188	chr1
chr1_22875866	0.519145664566	chr1
chr1_22929193	0.468297023942	chr1
chr1_22987625	0.417020078192	chr1
chr1_23047988	0.411408321902	chr1
chr1_23100475	0.417292168248	chr1
chr1_23156962	0.473576305935	chr1
chr1_23215980	0.469768203784	chr1
chr1_23277024	0.379307189782	chr1
chr1_23331670	0.460225166009	chr1
chr1_23391003	0.497175040864	chr1
chr1_23447286	0.487192010374	chr1
chr1_23506663	0.504591352074	chr1
chr1_23563510	0.49045151214	chr1
chr1_23619853	0.480172607398	chr1
chr1_23682190	0.468792590757	chr1
chr1_23746757	0.484612042749	chr1
chr1_23804301	0.457102362205	chr1
chr1_23867800	0.477671360277	chr1
chr1_23929088	0.455978004913	chr1
chr1_24086213	0.519009692689	chr1
chr1_24139448	0.482124598633	chr1
chr1_24195194	0.477657527233	chr1
chr1_24251834	0.456363699607	chr1
chr1_24309331	0.500940925405	chr1
chr1_24360875	0.430796272846	chr1
chr1_24413783	0.451559475957	chr1
chr1_24467518	0.447632536019	chr1
chr1_24524709	0.459929453263	chr1
chr1_24581407	0.44865363644	chr1
chr1_24641011	0.439458387704	chr1
chr1_24700019	0.482530975427	chr1
chr1_24762729	0.411939514342	chr1
chr1_24823635	0.451667510166	chr1
chr1_24880935	0.525622952069	chr1
chr1_24933426	0.51997795536	chr1
chr1_24984231	0.532335224962	chr1
chr1_25035861	0.508688048817	chr1
chr1_25089612	0.481893439335	chr1
chr1_25144453	0.45756497165	chr1
chr1_25200361	0.454117845402	chr1
chr1_25259675	0.455566905005	chr1
chr1_25379112	0.445893105744	chr1
chr1_25461716	0.436443443639	chr1
chr1_25522999	0.537865567168	chr1
chr1_25575143	0.481444092737	chr1
chr1_25633587	0.461571000313	chr1
chr1_25687959	0.483391849415	chr1
chr1_25742359	0.525232341131	chr1
chr1_25795405	0.50063084459	chr1
chr1_25849300	0.48655368023	chr1
chr1_25906415	0.465387078292	chr1
chr1_25965756	0.476078208923	chr1
chr1_26022168	0.519705199247	chr1
chr1_26076848	0.444651656173	chr1
chr1_26135295	0.518634610085	chr1
chr1_26193358	0.468006884912	chr1
chr1_26253198	0.511185903781	chr1
chr1_26308758	0.523228060466	chr1
chr1_26366575	0.473429791193	chr1
chr1_26426773	0.461063464837	chr1
chr1_26487987	0.507568411538	chr1
chr1_26548831	0.485657061636	chr1
chr1_26610742	0.446153168238	chr1
chr1_26678823	0.452436236336	chr1
chr1_26734810	0.46934169279	chr1
chr1_26790634	0.499976369394	chr1
chr1_26854110	0.503061139378	chr1
chr1_26914054	0.492235923534	chr1
chr1_26975361	0.510180212829	chr1
chr1_27036066	0.500752044621	chr1
chr1_27099891	0.524631084355	chr1
chr1_27154374	0.456556495451	chr1
chr1_27223175	0.444238185921	chr1
chr1_27285663	0.508263749914	chr1
chr1_27343626	0.561718305856	chr1
chr1_27399900	0.45017427527	chr1
chr1_27458707	0.470159748448	chr1
chr1_27521993	0.56367267769	chr1
chr1_27574063	0.544372500476	chr1
chr1_27626572	0.498191590049	chr1
chr1_27685739	0.442996530436	chr1
chr1_27747129	0.422094065518	chr1
chr1_27806257	0.463786213786	chr1
chr1_27870320	0.472612071371	chr1
chr1_27931240	0.485657643117	chr1
chr1_27988238	0.39524522321	chr1
chr1_28045022	0.392607174103	chr1
chr1_28104457	0.468365597483	chr1
chr1_28164533	0.458844589097	chr1
chr1_28225982	0.474140523203	chr1
chr1_28285843	0.455370238761	chr1
chr1_28351975	0.438799704004	chr1
chr1_28418191	0.422316033441	chr1
chr1_28478594	0.477239770506	chr1
chr1_28542037	0.485880686745	chr1
chr1_28611232	0.470198772503	chr1
chr1_28679500	0.455622294042	chr1
chr1_28745095	0.455848708791	chr1
chr1_28805851	0.498721526815	chr1
chr1_28865687	0.489331103679	chr1
chr1_28925486	0.403792134831	chr1
chr1_28983869	0.39655084007	chr1
chr1_29042375	0.401085148914	chr1
chr1_29101905	0.493688250184	chr1
chr1_29163139	0.464693853001	chr1
chr1_29221329	0.501702025871	chr1
chr1_29275675	0.51978245837	chr1
chr1_29329181	0.476539883109	chr1
chr1_29384103	0.47496886675	chr1
chr1_29440312	0.500066470421	chr1
chr1_29492966	0.475726093002	chr1
chr1_29600314	0.461862548851	chr1
chr1_29652768	0.47518828215	chr1
chr1_29705746	0.51336597445	chr1
chr1_29759052	0.454580659438	chr1
chr1_29813279	0.464936651495	chr1
chr1_29864029	0.46607833378	chr1
chr1_29916266	0.50225281362	chr1
chr1_29968422	0.448704796102	chr1
chr1_30023007	0.4834094428	chr1
chr1_30074029	0.513338567899	chr1
chr1_30126245	0.447108915636	chr1
chr1_30180497	0.472326940939	chr1
chr1_30235405	0.493784503725	chr1
chr1_30287210	0.479979970341	chr1
chr1_30339132	0.474081474081	chr1
chr1_30393185	0.471270860077	chr1
chr1_30451609	0.486176292181	chr1
chr1_30514254	0.449483789859	chr1
chr1_30566751	0.453905811342	chr1
chr1_30623742	0.494887834748	chr1
chr1_30676654	0.530253347387	chr1
chr1_30727887	0.529080020931	chr1
chr1_30779485	0.506894659839	chr1
chr1_30834164	0.51473061587	chr1
chr1_30887080	0.50051485864	chr1
chr1_30942434	0.396561225614	chr1
chr1_30996871	0.41197286936	chr1
chr1_31054517	0.452939432246	chr1
chr1_31118593	0.488233707057	chr1
chr1_31185308	0.501600747015	chr1
chr1_31245279	0.431999449945	chr1
chr1_31303454	0.412455701668	chr1
chr1_31359042	0.494441068173	chr1
chr1_31414987	0.468465299518	chr1
chr1_31471844	0.438944219834	chr1
chr1_31539935	0.486071205497	chr1
chr1_31595969	0.480913428766	chr1
chr1_31648780	0.552777941552	chr1
chr1_31699662	0.559237084853	chr1
chr1_31750938	0.556502525253	chr1
chr1_31801625	0.453982594136	chr1
chr1_31858961	0.429883897022	chr1
chr1_31918390	0.452659367712	chr1
chr1_31980133	0.451749979412	chr1
chr1_32040847	0.469303567095	chr1
chr1_32102661	0.44196936685	chr1
chr1_32164162	0.503204957474	chr1
chr1_32220480	0.507133296334	chr1
chr1_32281741	0.485965352749	chr1
chr1_32341485	0.503026050346	chr1
chr1_32398489	0.451943984065	chr1
chr1_32464255	0.455322932665	chr1
chr1_32526109	0.44043069409	chr1
chr1_32589169	0.444806605824	chr1
chr1_32653596	0.467670463411	chr1
chr1_32717685	0.53356796157	chr1
chr1_32777637	0.440723453909	chr1
chr1_32837626	0.490747407834	chr1
chr1_32893177	0.472090261283	chr1
chr1_32950432	0.482602245524	chr1
chr1_33009749	0.463821060053	chr1
chr1_33072160	0.461949600933	chr1
chr1_33127914	0.505348993791	chr1
chr1_33181381	0.424676117479	chr1
chr1_33240352	0.49464644619	chr1
chr1_33295081	0.501185121592	chr1
chr1_33348661	0.474802229586	chr1
chr1_33400867	0.412759769544	chr1
chr1_33455193	0.451175630652	chr1
chr1_33507718	0.450295670342	chr1
chr1_33561324	0.442910819722	chr1
chr1_33613487	0.464153215625	chr1
chr1_33664969	0.438189072836	chr1
chr1_33722110	0.436952512679	chr1
chr1_33774164	0.460586689674	chr1
chr1_33825161	0.45275562644	chr1
chr1_33881590	0.452786188479	chr1
chr1_33934762	0.480425221387	chr1
chr1_33985464	0.442814563731	chr1
chr1_34036796	0.453833688389	chr1
chr1_34091716	0.438692801459	chr1
chr1_34149824	0.486689419795	chr1
chr1_34201098	0.429313965096	chr1
chr1_34259199	0.417511162881	chr1
chr1_34310708	0.440963479143	chr1
chr1_34361938	0.41432619955	chr1
chr1_34413102	0.467011770263	chr1
chr1_34463907	0.405410511203	chr1
chr1_34516840	0.425960424953	chr1
chr1_34576422	0.451829652395	chr1
chr1_34628808	0.447233928091	chr1
chr1_34684572	0.459456333141	chr1
chr1_34736441	0.508998579684	chr1
chr1_34787837	0.458046104811	chr1
chr1_34841800	0.479435201484	chr1
chr1_34894632	0.470036169808	chr1
chr1_34947161	0.417578980294	chr1
chr1_35007903	0.41108685883	chr1
chr1_35070210	0.426269797925	chr1
chr1_35136125	0.434112605016	chr1
chr1_35200757	0.423273146001	chr1
chr1_35263283	0.409286598226	chr1
chr1_35320655	0.374247786021	chr1
chr1_35376323	0.390882570033	chr1
chr1_35433224	0.435188881228	chr1
chr1_35488337	0.402054939623	chr1
chr1_35544980	0.502115233424	chr1
chr1_35598401	0.413720373217	chr1
chr1_35654346	0.47050894323	chr1
chr1_35712210	0.43737403831	chr1
chr1_35769270	0.440999775115	chr1
chr1_35831523	0.434342737974	chr1
chr1_35889543	0.430341122947	chr1
chr1_35944273	0.374332873856	chr1
chr1_36000858	0.399539503538	chr1
chr1_36060358	0.498547560782	chr1
chr1_36117158	0.522162430079	chr1
chr1_36173649	0.489485326189	chr1
chr1_36237844	0.43263279936	chr1
chr1_36299082	0.532631957558	chr1
chr1_36354686	0.494701232352	chr1
chr1_36412623	0.470595399659	chr1
chr1_36470096	0.492100071579	chr1
chr1_36527374	0.479763228835	chr1
chr1_36580420	0.497821076485	chr1
chr1_36632050	0.471357817026	chr1
chr1_36685554	0.487131403203	chr1
chr1_36737812	0.479998484734	chr1
chr1_36790607	0.510353060905	chr1
chr1_36841702	0.502025980217	chr1
chr1_36892047	0.452671475258	chr1
chr1_36943759	0.520565752202	chr1
chr1_36995300	0.506691044892	chr1
chr1_37046711	0.491417818244	chr1
chr1_37099319	0.478683226912	chr1
chr1_37150686	0.417745657024	chr1
chr1_37203126	0.431387269109	chr1
chr1_37260403	0.494103588779	chr1
chr1_37311450	0.478701249527	chr1
chr1_37364269	0.466849634065	chr1
chr1_37424388	0.505635089857	chr1
chr1_37480198	0.459567254961	chr1
chr1_37540371	0.443458076405	chr1
chr1_37596806	0.495271911105	chr1
chr1_37651090	0.491942744795	chr1
chr1_37705512	0.497581290463	chr1
chr1_37760499	0.486468798642	chr1
chr1_37817034	0.44207734729	chr1
chr1_37873971	0.462226699058	chr1
chr1_37941478	0.482286112122	chr1
chr1_38004676	0.513105098472	chr1
chr1_38059005	0.492183951552	chr1
chr1_38111844	0.491151677553	chr1
chr1_38165582	0.47917416422	chr1
chr1_38218376	0.482594723575	chr1
chr1_38270342	0.418235215592	chr1
chr1_38322778	0.448661148032	chr1
chr1_38374239	0.398436694726	chr1
chr1_38432448	0.433974907859	chr1
chr1_38486169	0.439533596687	chr1
chr1_38538569	0.46821959499	chr1
chr1_38589826	0.447377895116	chr1
chr1_38648156	0.436604604755	chr1
chr1_38701274	0.44552370473	chr1
chr1_38753984	0.456917315705	chr1
chr1_38810862	0.43603848947	chr1
chr1_38865941	0.439643959695	chr1
chr1_38929753	0.460473378171	chr1
chr1_38995619	0.45049512504	chr1
chr1_39061157	0.473843471969	chr1
chr1_39121963	0.428201630112	chr1
chr1_39179136	0.432790654427	chr1
chr1_39238286	0.412000215444	chr1
chr1_39293984	0.406344328965	chr1
chr1_39349308	0.418427696884	chr1
chr1_39407133	0.418251932764	chr1
chr1_39461329	0.501679891343	chr1
chr1_39531273	0.468079091348	chr1
chr1_39591405	0.495476482901	chr1
chr1_39649213	0.511074249307	chr1
chr1_39702263	0.433990398603	chr1
chr1_39757254	0.511459491714	chr1
chr1_39830991	0.4281852395	chr1
chr1_39887587	0.485032164384	chr1
chr1_39946813	0.477436105477	chr1
chr1_40008437	0.428826110806	chr1
chr1_40066772	0.421432996077	chr1
chr1_40124887	0.414156678229	chr1
chr1_40183120	0.393952284732	chr1
chr1_40239537	0.419129389542	chr1
chr1_40297771	0.480476174021	chr1
chr1_40355648	0.419144765259	chr1
chr1_40415841	0.418057383522	chr1
chr1_40472825	0.421328088539	chr1
chr1_40532820	0.420755816701	chr1
chr1_40596300	0.470320701805	chr1
chr1_40651927	0.467678229943	chr1
chr1_40707879	0.416370758136	chr1
chr1_40762512	0.524568116381	chr1
chr1_40815303	0.526251226693	chr1
chr1_40868290	0.472613597905	chr1
chr1_40924430	0.458076668533	chr1
chr1_40983358	0.476639746396	chr1
chr1_41036353	0.406138960714	chr1
chr1_41096297	0.377264704823	chr1
chr1_41151822	0.38715484265	chr1
chr1_41214039	0.417334384569	chr1
chr1_41268577	0.456897538638	chr1
chr1_41320986	0.500580410664	chr1
chr1_41373534	0.543484235738	chr1
chr1_41424471	0.507645200296	chr1
chr1_41475745	0.556505279936	chr1
chr1_41525934	0.499610274579	chr1
chr1_41582383	0.47212228467	chr1
chr1_41633803	0.494579439252	chr1
chr1_41684627	0.496547789995	chr1
chr1_41735463	0.476842965469	chr1
chr1_41788081	0.460546194073	chr1
chr1_41839710	0.455441408253	chr1
chr1_41892370	0.410613870665	chr1
chr1_41943585	0.422521052718	chr1
chr1_42004265	0.416093312242	chr1
chr1_42056733	0.384296068159	chr1
chr1_42116475	0.467276861636	chr1
chr1_42168807	0.406833721685	chr1
chr1_42221164	0.379354447848	chr1
chr1_42280585	0.380729147212	chr1
chr1_42334126	0.43509909144	chr1
chr1_42390588	0.431204157606	chr1
chr1_42444849	0.396794825205	chr1
chr1_42499884	0.394245062646	chr1
chr1_42556391	0.390249421266	chr1
chr1_42613843	0.417069052845	chr1
chr1_42673072	0.423917815436	chr1
chr1_42730016	0.499039376582	chr1
chr1_42785708	0.435187529386	chr1
chr1_42841005	0.428605699207	chr1
chr1_42899363	0.482418120831	chr1
chr1_42952428	0.489797330013	chr1
chr1_43010255	0.478562409973	chr1
chr1_43066487	0.427717671303	chr1
chr1_43134421	0.429528849499	chr1
chr1_43189031	0.450557090324	chr1
chr1_43243689	0.476532116283	chr1
chr1_43299999	0.503161107478	chr1
chr1_43355042	0.473840591383	chr1
chr1_43410910	0.50657956311	chr1
chr1_43464332	0.440689386148	chr1
chr1_43520729	0.546938933066	chr1
chr1_43572540	0.561625335186	chr1
chr1_43623630	0.462725275451	chr1
chr1_43684166	0.454084829821	chr1
