gc.content	chrom.arm
chr1_48887293	0.386333344	chr1p
chr1_49443230	0.370367475	chr1p
chr1_50031570	0.415300219	chr1p
chr1_50565497	0.38543135	chr1p
chr1_51143670	0.41613331	chr1p
chr1_51717551	0.413749855	chr1p
chr1_52294008	0.427558945	chr1p
chr1_52880402	0.467845523	chr1p
chr1_53423810	0.46957002	chr1p
chr1_53965183	0.484943245	chr1p
chr1_54525131	0.482379139	chr1p
chr1_55090512	0.411591551	chr1p
chr1_55634736	0.394596659	chr1p
chr1_56168814	0.406659314	chr1p
chr1_56711031	0.409517636	chr1p
chr1_57229353	0.403926335	chr1p
chr1_57760842	0.41047229	chr1p
chr1_58299960	0.413686836	chr1p
chr1_58842832	0.417568171	chr1p
chr1_59382763	0.395562906	chr1p
chr1_59936594	0.38079734	chr1p
chr1_60475009	0.395649464	chr1p
chr1_61023631	0.395861257	chr1p
chr1_61550361	0.404170969	chr1p
chr1_62121691	0.414023135	chr1p
chr1_62692677	0.394535335	chr1p
chr1_63243525	0.405063131	chr1p
chr1_63795950	0.406752024	chr1p
chr1_64331333	0.404685335	chr1p
chr1_64871145	0.41582838	chr1p
chr1_65420778	0.375728311	chr1p
chr1_65992992	0.381879504	chr1p
chr1_66542105	0.37381687	chr1p
chr1_67078183	0.414116164	chr1p
chr1_67652645	0.40659135	chr1p
chr1_68186921	0.381050486	chr1p
chr1_68732497	0.375286655	chr1p
chr1_69295456	0.35863062	chr1p
chr1_69832984	0.365679288	chr1p
chr1_70392209	0.381934251	chr1p
chr1_70948776	0.368751626	chr1p
chr1_71486916	0.355324742	chr1p
chr1_72017214	0.345908792	chr1p
chr1_72545041	0.349292826	chr1p
chr1_73084866	0.350097078	chr1p
chr1_73618975	0.353661783	chr1p
chr1_74152348	0.363989379	chr1p
chr1_74684130	0.373059439	chr1p
chr1_75241764	0.379526212	chr1p
chr1_75818267	0.3882673	chr1p
chr1_76362660	0.380255917	chr1p
chr1_76893300	0.380325068	chr1p
chr1_77445922	0.394520256	chr1p
chr1_78008358	0.382581439	chr1p
chr1_78573042	0.358328373	chr1p
chr1_79108975	0.357339997	chr1p
chr1_79653185	0.355543302	chr1p
chr1_80202668	0.348681522	chr1p
chr1_80743557	0.356885618	chr1p
chr1_81277801	0.378510835	chr1p
chr1_81810153	0.362332844	chr1p
chr1_82345210	0.360240595	chr1p
chr1_82868080	0.369853261	chr1p
chr1_83627930	0.376006123	chr1p
chr1_84159674	0.382781644	chr1p
chr1_84697960	0.401819646	chr1p
chr1_85235537	0.395158983	chr1p
chr1_85787735	0.368511503	chr1p
chr1_86360306	0.388439377	chr1p
chr1_86933891	0.399539406	chr1p
chr1_87467115	0.383588956	chr1p
chr1_87994260	0.372922141	chr1p
chr1_88518718	0.384129923	chr1p
chr1_89085823	0.390394437	chr1p
chr1_89661780	0.399838335	chr1p
chr1_90220962	0.384014055	chr1p
chr1_90756571	0.397828472	chr1p
chr1_91340031	0.408910195	chr1p
chr1_91897415	0.39788757	chr1p
chr1_92484890	0.394926973	chr1p
chr1_93069945	0.391145678	chr1p
chr1_93631954	0.432774313	chr1p
chr1_94190312	0.406301632	chr1p
chr1_94741693	0.408158207	chr1p
chr1_95298482	0.383675356	chr1p
chr1_95826371	0.364949116	chr1p
chr1_96368189	0.374701458	chr1p
chr1_96930506	0.364922851	chr1p
chr1_97466285	0.344665571	chr1p
chr1_97985394	0.35893197	chr1p
chr1_98509836	0.369039099	chr1p
chr1_99054762	0.370134646	chr1p
chr1_99609552	0.382794259	chr1p
chr1_100157776	0.389368311	chr1p
chr1_100721186	0.374562665	chr1p
chr1_101264820	0.376825994	chr1p
chr1_101802267	0.349379641	chr1p
chr1_102331880	0.350941083	chr1p
chr1_103572375	0.351602166	chr1p
chr1_104272365	0.350587608	chr1p
chr1_104827667	0.341950487	chr1p
chr1_105381949	0.345339054	chr1p
chr1_105919415	0.349664555	chr1p
chr1_106464363	0.359075691	chr1p
chr1_106995744	0.375741747	chr1p
chr1_107516474	0.385706314	chr1p
chr1_108052291	0.39774507	chr1p
chr1_108822337	0.443702374	chr1p
chr1_109393711	0.464770725	chr1p
chr1_109966232	0.471892879	chr1p
chr1_110493038	0.413559804	chr1p
chr1_111027500	0.40561665	chr1p
chr1_111584558	0.445110159	chr1p
chr1_112106303	0.418988699	chr1p
chr1_112678180	0.445683161	chr1p
chr1_113282569	0.379459255	chr1p
chr1_113859403	0.433175063	chr1p
chr1_114410148	0.386792971	chr1p
chr1_114974288	0.417485972	chr1p
chr1_115506955	0.411038006	chr1p
chr1_116059736	0.425322711	chr1p
chr1_116585437	0.435554209	chr1p
chr1_117166274	0.411574954	chr1p
chr1_117715598	0.383899477	chr1p
chr1_118257244	0.369841666	chr1p
chr1_118830273	0.408866105	chr1p
chr1_119389549	0.424487987	chr1p
chr1_145663474	0.425871853	chr1q
chr1_150251742	0.439341995	chr1q
chr1_150866241	0.464435209	chr1q
chr1_151470181	0.44924667	chr1q
chr1_152033878	0.413639439	chr1q
chr1_152613286	0.405274212	chr1q
chr1_153171777	0.464621501	chr1q
chr1_153748780	0.460872436	chr1q
chr1_154360561	0.470427652	chr1q
chr1_154921017	0.493614422	chr1q
chr1_155514643	0.46904197	chr1q
chr1_156159080	0.504364848	chr1q
chr1_156729202	0.475077326	chr1q
chr1_157275915	0.40962988	chr1q
chr1_157838435	0.422454191	chr1q
chr1_158413321	0.368924723	chr1q
chr1_158960045	0.389782182	chr1q
chr1_159516289	0.432632291	chr1q
chr1_160070464	0.441795837	chr1q
chr1_160623543	0.453191946	chr1q
chr1_161210771	0.434345729	chr1q
chr1_161928310	0.429133682	chr1q
chr1_162464926	0.400492237	chr1q
chr1_163032133	0.378659299	chr1q
chr1_163564168	0.370085577	chr1q
chr1_164108325	0.390295359	chr1q
chr1_164666697	0.410178589	chr1q
chr1_165199148	0.427043966	chr1q
chr1_165724389	0.422926631	chr1q
chr1_166300191	0.387688009	chr1q
chr1_166871439	0.40841754	chr1q
chr1_167400596	0.433768675	chr1q
chr1_167951656	0.408833924	chr1q
chr1_168501740	0.394607309	chr1q
chr1_169051892	0.378988768	chr1q
chr1_169604663	0.378617108	chr1q
chr1_170165498	0.382096426	chr1q
chr1_170717466	0.379603729	chr1q
chr1_171267647	0.409951566	chr1q
chr1_171843897	0.372761024	chr1q
chr1_172396326	0.38803284	chr1q
chr1_172935301	0.392824549	chr1q
chr1_173507280	0.397734131	chr1q
chr1_174102108	0.374414453	chr1q
chr1_174704323	0.411835262	chr1q
chr1_175267084	0.435628322	chr1q
chr1_175787406	0.38732675	chr1q
chr1_176349456	0.396016159	chr1q
chr1_176882409	0.414330509	chr1q
chr1_177407345	0.403572362	chr1q
chr1_177954715	0.388618835	chr1q
chr1_178506662	0.412502932	chr1q
chr1_179073681	0.405277236	chr1q
chr1_179666226	0.416894757	chr1q
chr1_180217178	0.399641141	chr1q
chr1_180776171	0.439729112	chr1q
chr1_181338026	0.433169915	chr1q
chr1_181856738	0.420376086	chr1q
chr1_182416237	0.414733531	chr1q
chr1_182960560	0.416667883	chr1q
chr1_183508752	0.403987091	chr1q
chr1_184051956	0.399666544	chr1q
chr1_184594756	0.394480319	chr1q
chr1_185145442	0.38501944	chr1q
chr1_185703819	0.364500335	chr1q
chr1_186248134	0.368766762	chr1q
chr1_186802601	0.357584158	chr1q
chr1_187337222	0.361860243	chr1q
chr1_187894720	0.344409909	chr1q
chr1_188419461	0.340210204	chr1q
chr1_188955703	0.340806705	chr1q
chr1_189508645	0.339772217	chr1q
chr1_190038447	0.332857013	chr1q
chr1_190557006	0.340154728	chr1q
chr1_191094335	0.342589261	chr1q
chr1_191627939	0.34602603	chr1q
chr1_192157246	0.355850385	chr1q
chr1_192702270	0.372729367	chr1q
chr1_193240556	0.367611318	chr1q
chr1_193779979	0.353523836	chr1q
chr1_194326358	0.343341043	chr1q
chr1_194862478	0.33859626	chr1q
chr1_195394628	0.34203597	chr1q
chr1_195932013	0.346745805	chr1q
chr1_196466938	0.353162643	chr1q
chr1_197090056	0.355432555	chr1q
chr1_197620497	0.374973738	chr1q
chr1_198172621	0.358134891	chr1q
chr1_198701406	0.354175856	chr1q
chr1_199225096	0.363318626	chr1q
chr1_199768140	0.407859876	chr1q
chr1_200333925	0.406041232	chr1q
chr1_200898247	0.507936121	chr1q
chr1_201431379	0.472789995	chr1q
chr1_201980405	0.459172585	chr1q
chr1_202615395	0.466489233	chr1q
chr1_203171470	0.472920074	chr1q
chr1_203727860	0.461722367	chr1q
chr1_204302151	0.467268083	chr1q
chr1_204836889	0.476327683	chr1q
chr1_205378999	0.467712471	chr1q
chr1_206768114	0.421066116	chr1q
chr1_207306742	0.404465224	chr1q
chr1_207916745	0.448559727	chr1q
chr1_208430467	0.402525505	chr1q
chr1_208963509	0.411395308	chr1q
chr1_209502064	0.424652738	chr1q
chr1_210036171	0.410768708	chr1q
chr1_210580527	0.412478102	chr1q
chr1_211150215	0.433207371	chr1q
chr1_211729755	0.412835807	chr1q
chr1_212289377	0.435439222	chr1q
chr1_212857245	0.410639061	chr1q
chr1_213420320	0.412824345	chr1q
chr1_213954242	0.411366895	chr1q
chr1_214478730	0.392098009	chr1q
chr1_215026111	0.367671188	chr1q
chr1_215566700	0.368219785	chr1q
chr1_216100423	0.360086858	chr1q
chr1_216627718	0.385381943	chr1q
chr1_217141904	0.373832577	chr1q
chr1_217678235	0.370694106	chr1q
chr1_218216741	0.394232007	chr1q
chr1_218760327	0.364719616	chr1q
chr1_219284590	0.389251037	chr1q
chr1_219834243	0.395648656	chr1q
chr1_220409008	0.409038234	chr1q
chr1_220951791	0.383995915	chr1q
chr1_221492328	0.396825457	chr1q
chr1_222023176	0.411295559	chr1q
chr1_222606839	0.405492421	chr1q
chr1_223774920	0.419075762	chr1q
chr1_224481513	0.421965591	chr1q
chr1_225031027	0.389974542	chr1q
chr1_225610811	0.464045242	chr1q
chr1_226201763	0.463167488	chr1q
chr1_226749282	0.412010733	chr1q
chr1_227304935	0.438581362	chr1q
chr1_227887071	0.530262488	chr1q
chr1_228428963	0.464446128	chr1q
chr1_229069573	0.441053552	chr1q
chr1_229625179	0.435786433	chr1q
chr1_230156235	0.442449247	chr1q
chr1_230697480	0.447535786	chr1q
chr1_231235542	0.413163744	chr1q
chr1_231793909	0.419320903	chr1q
chr1_232347144	0.414849438	chr1q
chr1_232876659	0.409926991	chr1q
chr1_233410154	0.402017713	chr1q
chr1_233956416	0.419548089	chr1q
chr1_234499753	0.456077678	chr1q
chr1_235087079	0.429935113	chr1q
chr1_235679816	0.4198148	chr1q
chr1_236243748	0.424804133	chr1q
chr1_236808799	0.409642333	chr1q
chr1_237360429	0.379803884	chr1q
chr1_237898275	0.383710494	chr1q
chr1_238443092	0.35812798	chr1q
chr1_238979646	0.372687177	chr1q
chr1_239510869	0.392436342	chr1q
chr1_240048704	0.396705837	chr1q
chr1_240593425	0.397565025	chr1q
chr1_241148831	0.393367426	chr1q
chr1_241685996	0.412783398	chr1q
chr1_242282551	0.400678192	chr1q
chr1_242906563	0.397105578	chr1q
chr1_243641632	0.400953524	chr1q
chr1_244180475	0.420158624	chr1q
chr1_244746466	0.438044527	chr1q
chr1_245320588	0.441936391	chr1q
chr1_245871613	0.401468418	chr1q
chr1_246423908	0.426545718	chr1q
chr1_247009170	0.431863789	chr1q
chr1_247596200	0.379515653	chr1q
chr2_10000	0.431532496	chr2p
chr2_557486	0.44680538	chr2p
chr2_1098781	0.465851505	chr2p
chr2_1660398	0.464130903	chr2p
chr2_2205533	0.436236449	chr2p
chr2_2732174	0.468790974	chr2p
chr2_3269103	0.472668822	chr2p
chr2_3832706	0.403421367	chr2p
chr2_4377459	0.377862545	chr2p
chr2_5450288	0.418275584	chr2p
chr2_5995168	0.392908557	chr2p
chr2_6522395	0.417159935	chr2p
chr2_7040708	0.404298831	chr2p
chr2_7563920	0.412371587	chr2p
chr2_8087718	0.449564414	chr2p
chr2_8612873	0.427226366	chr2p
chr2_9156237	0.449529328	chr2p
chr2_9710232	0.481081615	chr2p
chr2_10267365	0.481271482	chr2p
chr2_10818690	0.44353118	chr2p
chr2_11370800	0.462800283	chr2p
chr2_11917202	0.407723879	chr2p
chr2_12440799	0.402839889	chr2p
chr2_12978144	0.35609781	chr2p
chr2_13526104	0.353272364	chr2p
chr2_14075997	0.374301255	chr2p
chr2_14619472	0.403412303	chr2p
chr2_15153598	0.397266028	chr2p
chr2_15693984	0.462508549	chr2p
chr2_16248231	0.417350507	chr2p
chr2_16769796	0.384359305	chr2p
chr2_17304785	0.384361784	chr2p
chr2_17841061	0.40032258	chr2p
chr2_18394723	0.386845814	chr2p
chr2_18925459	0.396866473	chr2p
chr2_19488928	0.42282994	chr2p
chr2_20018706	0.458609381	chr2p
chr2_20563299	0.436010467	chr2p
chr2_21098282	0.389111988	chr2p
chr2_21637903	0.369561617	chr2p
chr2_22163266	0.371289706	chr2p
chr2_22691425	0.404842849	chr2p
chr2_23221775	0.476760426	chr2p
chr2_23753068	0.413317032	chr2p
chr2_24334625	0.41258417	chr2p
chr2_24899700	0.481204847	chr2p
chr2_25467772	0.427932373	chr2p
chr2_26053458	0.453994936	chr2p
chr2_26605170	0.487854849	chr2p
chr2_27153784	0.460589235	chr2p
chr2_27732637	0.395445788	chr2p
chr2_28277627	0.463277775	chr2p
chr2_28819221	0.44221383	chr2p
chr2_29358883	0.425384042	chr2p
chr2_29883630	0.439338671	chr2p
chr2_30419581	0.422154519	chr2p
chr2_30967397	0.441740264	chr2p
chr2_31502351	0.394610039	chr2p
chr2_32084143	0.396345522	chr2p
chr2_32673121	0.406878375	chr2p
chr2_33232113	0.402316426	chr2p
chr2_33788660	0.384955131	chr2p
chr2_34337259	0.369646549	chr2p
chr2_34903646	0.351762037	chr2p
chr2_35452103	0.361640373	chr2p
chr2_35999221	0.389910203	chr2p
chr2_36543669	0.397987669	chr2p
chr2_37101430	0.397177663	chr2p
chr2_37648636	0.414212134	chr2p
chr2_38204106	0.427840342	chr2p
chr2_38777030	0.396764889	chr2p
chr2_39337630	0.397251277	chr2p
chr2_39885740	0.383377075	chr2p
chr2_40426800	0.353221389	chr2p
chr2_40956649	0.357356608	chr2p
chr2_41493656	0.412149764	chr2p
chr2_42034292	0.427730544	chr2p
chr2_42596625	0.469518371	chr2p
chr2_43157390	0.419642793	chr2p
chr2_43713930	0.409721359	chr2p
chr2_44277164	0.38824782	chr2p
chr2_44821914	0.455035302	chr2p
chr2_45359558	0.406360525	chr2p
chr2_45885458	0.44460696	chr2p
chr2_46409170	0.427433664	chr2p
chr2_46947946	0.462741774	chr2p
chr2_47515418	0.428765694	chr2p
chr2_48086800	0.406119034	chr2p
chr2_48643718	0.398262064	chr2p
chr2_49189768	0.370282264	chr2p
chr2_49742550	0.359018448	chr2p
chr2_50268289	0.362623846	chr2p
chr2_50784554	0.35575199	chr2p
chr2_51301549	0.350030464	chr2p
chr2_51856295	0.353119376	chr2p
chr2_52394688	0.365425807	chr2p
chr2_52931574	0.369092201	chr2p
chr2_53473379	0.398021232	chr2p
chr2_54034335	0.40361017	chr2p
chr2_54573811	0.407876835	chr2p
chr2_55097144	0.396673921	chr2p
chr2_55673379	0.394388872	chr2p
chr2_56241108	0.369032367	chr2p
chr2_56797631	0.356312051	chr2p
chr2_57355437	0.354635995	chr2p
chr2_57895526	0.360583939	chr2p
chr2_58443049	0.373824525	chr2p
chr2_58963796	0.375762532	chr2p
chr2_59500659	0.388016799	chr2p
chr2_60022840	0.427777151	chr2p
chr2_60572306	0.416555501	chr2p
chr2_61142775	0.411876064	chr2p
chr2_61721721	0.423443143	chr2p
chr2_62298717	0.405937783	chr2p
chr2_62879843	0.371935224	chr2p
chr2_63438694	0.380196594	chr2p
chr2_64002597	0.415757538	chr2p
chr2_64544141	0.436052479	chr2p
chr2_65088736	0.434209903	chr2p
chr2_65658951	0.405821036	chr2p
chr2_66206347	0.391394641	chr2p
chr2_66763953	0.376440757	chr2p
chr2_67291627	0.38924881	chr2p
chr2_67838506	0.397813637	chr2p
chr2_68382057	0.401999826	chr2p
chr2_68935005	0.413582317	chr2p
chr2_69474692	0.424305121	chr2p
chr2_70028098	0.438351307	chr2p
chr2_70606180	0.458033886	chr2p
chr2_71188783	0.447128601	chr2p
chr2_71733709	0.446559147	chr2p
chr2_72268432	0.366295743	chr2p
chr2_72824611	0.475642528	chr2p
chr2_73368285	0.415995038	chr2p
chr2_73985815	0.473052742	chr2p
chr2_74537578	0.431616541	chr2p
chr2_75087499	0.398321686	chr2p
chr2_75625540	0.373252446	chr2p
chr2_76176596	0.363048208	chr2p
chr2_76731335	0.351860711	chr2p
chr2_77285290	0.349814854	chr2p
chr2_77842419	0.347023851	chr2p
chr2_78378800	0.35597037	chr2p
chr2_78920140	0.390115651	chr2p
chr2_79471456	0.376366498	chr2p
chr2_79996338	0.399051989	chr2p
chr2_80522704	0.368662649	chr2p
chr2_81059049	0.354418827	chr2p
chr2_81590457	0.359409631	chr2p
chr2_82131881	0.348606372	chr2p
chr2_82660896	0.354278865	chr2p
chr2_83199006	0.351066607	chr2p
chr2_83731395	0.378697405	chr2p
chr2_84287224	0.393377867	chr2p
chr2_84839614	0.45663116	chr2p
chr2_85413783	0.475870513	chr2p
chr2_85979771	0.434514797	chr2p
chr2_86521359	0.420802625	chr2p
chr2_88105866	0.431493669	chr2p
chr2_95108028	0.433775211	chr2q
chr2_96021399	0.480464062	chr2q
chr2_96634690	0.44300677	chr2q
chr2_97706603	0.418102913	chr2q
chr2_98254559	0.437774304	chr2q
chr2_98792512	0.410961467	chr2q
chr2_99380572	0.415612105	chr2q
chr2_99924638	0.42454449	chr2q
chr2_100483517	0.448240311	chr2q
chr2_101030574	0.437593055	chr2q
chr2_101606175	0.425168723	chr2q
chr2_102144782	0.400943043	chr2q
chr2_102678587	0.386165701	chr2q
chr2_103214806	0.35948017	chr2q
chr2_103749058	0.357737758	chr2q
chr2_104266191	0.400133012	chr2q
chr2_104795465	0.427123489	chr2q
chr2_105338405	0.434078008	chr2q
chr2_105869018	0.434587278	chr2q
chr2_106554588	0.401095487	chr2q
chr2_107084033	0.383159975	chr2q
chr2_107616265	0.382768707	chr2q
chr2_108238505	0.404109801	chr2q
chr2_108883889	0.475865434	chr2q
chr2_109422867	0.437756629	chr2q
chr2_110728889	0.432055755	chr2q
chr2_111276853	0.435756447	chr2q
chr2_112222372	0.423169193	chr2q
chr2_112885140	0.442366161	chr2q
chr2_113663667	0.403390611	chr2q
chr2_114224156	0.381515639	chr2q
chr2_114763704	0.369908232	chr2q
chr2_115300822	0.353751461	chr2q
chr2_115841518	0.364420425	chr2q
chr2_116401075	0.363071732	chr2q
chr2_116940445	0.37416553	chr2q
chr2_117491693	0.408167605	chr2q
chr2_118074826	0.41077976	chr2q
chr2_118610478	0.442160627	chr2q
chr2_119151969	0.451320396	chr2q
chr2_119688929	0.402576644	chr2q
chr2_120250745	0.502611151	chr2q
chr2_120771971	0.503023894	chr2q
chr2_121297783	0.425510908	chr2q
chr2_121861926	0.426598526	chr2q
chr2_122416077	0.374379817	chr2q
chr2_122943341	0.351910002	chr2q
chr2_123477398	0.364313429	chr2q
chr2_124018368	0.389686166	chr2q
chr2_124560979	0.384981142	chr2q
chr2_125093909	0.360159697	chr2q
chr2_125631676	0.370470145	chr2q
chr2_126174381	0.400065784	chr2q
chr2_126718590	0.472728358	chr2q
chr2_127254898	0.453021507	chr2q
chr2_127802342	0.460122115	chr2q
chr2_128379993	0.460349438	chr2q
chr2_128927501	0.413125957	chr2q
chr2_129476521	0.438486523	chr2q
chr2_130165874	0.461630121	chr2q
chr2_131072236	0.415849149	chr2q
chr2_132149379	0.418893494	chr2q
chr2_132773361	0.388040965	chr2q
chr2_133298304	0.401919771	chr2q
chr2_133840453	0.422901482	chr2q
chr2_134384575	0.427317293	chr2q
chr2_134940451	0.391974963	chr2q
chr2_135538928	0.402658936	chr2q
chr2_136094639	0.420313947	chr2q
chr2_136632437	0.384669425	chr2q
chr2_137176187	0.372937796	chr2q
chr2_137734449	0.376835699	chr2q
chr2_138270144	0.379321207	chr2q
chr2_138809837	0.363570261	chr2q
chr2_139340689	0.360334136	chr2q
chr2_139875921	0.352619413	chr2q
chr2_140403711	0.345260509	chr2q
chr2_140929010	0.351595483	chr2q
chr2_141461952	0.350848815	chr2q
chr2_141982501	0.353820102	chr2q
chr2_142505131	0.365399912	chr2q
chr2_143058303	0.360646533	chr2q
chr2_143578369	0.38055493	chr2q
chr2_144111411	0.37681151	chr2q
chr2_144630384	0.365132512	chr2q
chr2_145159318	0.356860137	chr2q
chr2_145681034	0.352737245	chr2q
chr2_146208316	0.352779428	chr2q
chr2_146743642	0.370257317	chr2q
chr2_147285503	0.387355512	chr2q
chr2_147823349	0.361727599	chr2q
chr2_148378825	0.396497624	chr2q
chr2_149462552	0.3775252	chr2q
chr2_150037952	0.38138452	chr2q
chr2_150572722	0.384672996	chr2q
chr2_151104137	0.392477541	chr2q
chr2_151685197	0.404861492	chr2q
chr2_152248234	0.395687898	chr2q
chr2_152782405	0.378660324	chr2q
chr2_153338196	0.36839123	chr2q
chr2_153895884	0.351560685	chr2q
chr2_154429753	0.355570534	chr2q
chr2_154963858	0.342787754	chr2q
chr2_155504910	0.346704806	chr2q
chr2_156036639	0.379803573	chr2q
chr2_156587479	0.363756515	chr2q
chr2_157135274	0.375523403	chr2q
chr2_157693162	0.39779275	chr2q
chr2_158240540	0.393211897	chr2q
chr2_158797868	0.420578033	chr2q
chr2_159371539	0.371764129	chr2q
chr2_159922434	0.398584352	chr2q
chr2_160468050	0.384119182	chr2q
chr2_161034041	0.373660579	chr2q
chr2_161589506	0.363806718	chr2q
chr2_162123688	0.359708165	chr2q
chr2_162645764	0.353104282	chr2q
chr2_163176998	0.361367728	chr2q
chr2_163701342	0.36061191	chr2q
chr2_164226125	0.364970635	chr2q
chr2_164763497	0.364138021	chr2q
chr2_165297907	0.366894327	chr2q
chr2_165838038	0.355901345	chr2q
chr2_166368612	0.358294279	chr2q
chr2_166921903	0.363498616	chr2q
chr2_167479575	0.381739463	chr2q
chr2_168030676	0.39817449	chr2q
chr2_168568827	0.390845806	chr2q
chr2_169104931	0.392156283	chr2q
chr2_169679888	0.391960471	chr2q
chr2_170240493	0.407576506	chr2q
chr2_170795287	0.40652352	chr2q
chr2_171348148	0.397200261	chr2q
chr2_171926559	0.426006852	chr2q
chr2_172479670	0.407015821	chr2q
chr2_173023327	0.406078233	chr2q
chr2_173572763	0.408909968	chr2q
chr2_174106839	0.399452282	chr2q
chr2_174666981	0.392711148	chr2q
chr2_175206874	0.391409644	chr2q
chr2_175779586	0.4120548	chr2q
chr2_176323021	0.392006418	chr2q
chr2_176846566	0.397312131	chr2q
chr2_177386250	0.386852999	chr2q
chr2_177926146	0.39263206	chr2q
chr2_178484511	0.377161094	chr2q
chr2_179023127	0.375587874	chr2q
chr2_179589788	0.370554629	chr2q
chr2_180118231	0.361999054	chr2q
chr2_180657086	0.360039596	chr2q
chr2_181194513	0.368243218	chr2q
chr2_181720725	0.36972561	chr2q
chr2_182268158	0.369601559	chr2q
chr2_182824476	0.376111361	chr2q
chr2_183379425	0.365802286	chr2q
chr2_183951049	0.341719969	chr2q
chr2_184489803	0.342288226	chr2q
chr2_185015363	0.342857673	chr2q
chr2_185554263	0.347075868	chr2q
chr2_186106102	0.366171222	chr2q
chr2_186659477	0.370041663	chr2q
chr2_187201443	0.349407338	chr2q
chr2_187746526	0.361490722	chr2q
chr2_188291309	0.35051874	chr2q
chr2_188819898	0.35606318	chr2q
chr2_189361462	0.374224351	chr2q
chr2_189907295	0.385773059	chr2q
chr2_190463915	0.390439441	chr2q
chr2_191010996	0.395791624	chr2q
chr2_191547450	0.382827195	chr2q
chr2_192076950	0.354270586	chr2q
chr2_192618234	0.34002165	chr2q
chr2_193157732	0.339838821	chr2q
chr2_193700609	0.341164892	chr2q
chr2_194246222	0.337993079	chr2q
chr2_194790100	0.354929632	chr2q
chr2_195359179	0.381117297	chr2q
chr2_195910975	0.385602857	chr2q
chr2_196459306	0.383800761	chr2q
chr2_197020962	0.412530582	chr2q
chr2_197596466	0.381851624	chr2q
chr2_198166787	0.367070619	chr2q
chr2_198704392	0.364978175	chr2q
chr2_199246198	0.393931587	chr2q
chr2_199785746	0.395669974	chr2q
chr2_200322140	0.40965859	chr2q
chr2_200868141	0.411310229	chr2q
chr2_201466113	0.407067717	chr2q
chr2_202023266	0.427435358	chr2q
chr2_202625467	0.390761985	chr2q
chr2_203208904	0.408964285	chr2q
chr2_203789720	0.405772644	chr2q
chr2_204317104	0.381547603	chr2q
chr2_204851918	0.371661143	chr2q
chr2_205385333	0.420254212	chr2q
chr2_205909856	0.418360493	chr2q
